player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role
Skalzang Kalyan,Jammu & Kashmir,2020.0,0.0,38.98,19.49,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,13.0,part_time_bowler
Snehal Kauthankar,Goa,2022.0,51.95,0.0,25.98,False,False,pure_batter,392.0,20.0,365.0,19.6,107.4,middle_order,,,,,,
Soaeb Tai,Baroda,2017.0,43.92,76.64,60.28,False,False,pure_bowler,56.0,5.0,49.0,11.2,114.29,tailender,13.0,14.0,207.0,0.929,8.12,middle_overs_bowler
Sohraab Dhaliwal,Madhya Pradesh,2018.0,64.43,44.27,54.35,False,False,pure_batter,213.0,14.0,136.0,15.21,156.62,finisher,0.0,5.0,42.0,0.0,10.14,part_time_bowler
Somnath Soni,Arunachal Pradesh,2018.0,0.0,73.18,36.59,False,False,pure_bowler,0.0,1.0,3.0,0.0,0.0,tailender,1.0,1.0,6.0,1.0,15.0,part_time_bowler
Somorjit Salam,Manipur,2021.0,36.52,42.88,39.7,False,False,pure_batter,13.0,3.0,13.0,4.33,100.0,tailender,0.0,3.0,37.0,0.0,11.35,part_time_bowler
Song Tacho,Arunachal Pradesh,2021.0,28.49,0.0,14.24,False,False,pure_batter,74.0,10.0,100.0,7.4,74.0,tailender,,,,,,
Sonu Singh,Jharkhand,2019.0,24.03,96.94,60.48,False,False,pure_bowler,2.0,1.0,3.0,2.0,66.67,tailender,10.0,7.0,151.0,1.429,7.51,middle_overs_bowler
Sonu Yadav,Tamil Nadu,2020.0,40.6,112.43,76.52,False,False,pure_bowler,16.0,1.0,16.0,16.0,100.0,middle_order,9.0,5.0,114.0,1.8,7.68,death_bowler
Sooraj Rai,Vidarbha,2021.0,0.0,84.9,42.45,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,6.5,part_time_bowler
Sourabh Majumdar,Chhattisgarh,2023.0,13.48,73.08,43.28,False,False,pure_bowler,3.0,3.0,8.0,1.0,37.5,tailender,8.0,11.0,190.0,0.727,6.92,powerplay_bowler
Sourav Dey,Assam,2023.0,0.0,55.68,27.84,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,3.0,48.0,0.333,6.88,part_time_bowler
Srinivas Fadte,Goa,2017.0,35.8,59.82,47.81,False,False,pure_bowler,32.0,6.0,33.0,5.33,96.97,tailender,2.0,5.0,60.0,0.4,9.4,middle_overs_bowler
Subham Nayak,Odisha,2018.0,12.02,79.02,45.52,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,1.0,1.0,18.0,1.0,7.33,part_time_bowler
Subhash Sharma,Arunachal Pradesh,2018.0,0.0,83.2,41.6,False,False,pure_bowler,,,,,,,2.0,2.0,43.0,1.0,7.12,part_time_bowler
Subhransu Senapati,Odisha,2024.0,65.69,0.0,32.84,False,False,pure_batter,492.0,20.0,382.0,24.6,128.8,finisher,,,,,,
Suboth Bhati,Delhi,2021.0,51.04,92.15,71.6,False,False,utility_player,122.0,17.0,88.0,7.18,138.64,tailender,43.0,33.0,709.0,1.303,7.77,death_bowler
Subramanian Anand,Puducherry,2020.0,55.65,123.88,89.76,False,False,pure_batter,177.0,8.0,169.0,22.12,104.73,middle_order,2.0,1.0,12.0,2.0,7.0,part_time_bowler
Sudip Chatterjee,Bengal,2023.0,55.36,0.0,27.68,False,False,pure_batter,399.0,21.0,348.0,19.0,114.66,middle_order,,,,,,
Sufiyan Alam,Services,2021.0,18.38,0.0,9.19,False,False,pure_batter,5.0,2.0,10.0,2.5,50.0,anchor_opener,,,,,,
Suheh Hussain,Arunachal Pradesh,2018.0,36.9,0.0,18.45,False,False,pure_batter,27.0,3.0,28.0,9.0,96.43,middle_order,,,,,,
Sujit Nayak,Mumbai,2020.0,50.82,62.42,56.62,False,False,pure_bowler,38.0,4.0,28.0,9.5,135.71,tailender,2.0,5.0,78.0,0.4,5.38,middle_overs_bowler
Sujit Yadav,Bengal,2021.0,0.0,44.6,22.3,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,6.75,part_time_bowler
Sukesh Heera,Odisha,2020.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,3.0,0.0,0.0,anchor_opener,,,,,,
Sultan Karim,Manipur,2023.0,17.98,71.64,44.81,False,False,utility_player,45.0,10.0,96.0,4.5,46.88,tailender,8.0,10.0,141.0,0.8,9.53,middle_overs_bowler
Sumanta Gupta,Bengal,2017.0,0.0,65.9,32.95,False,False,pure_bowler,,,,,,,2.0,3.0,36.0,0.667,7.5,part_time_bowler
Sumit Kumar,Haryana,2023.0,54.49,88.13,71.31,True,True,batting_allrounder,628.0,38.0,500.0,16.53,125.6,finisher,36.0,30.0,506.0,1.2,7.43,middle_overs_bowler
Sumit Lama,Mizoram,2020.0,18.73,80.43,49.58,False,False,pure_bowler,14.0,4.0,28.0,3.5,50.0,tailender,7.0,7.0,114.0,1.0,9.42,powerplay_bowler
Sumit Ruikar,Chhattisgarh,2022.0,46.52,71.79,59.16,False,False,pure_bowler,47.0,8.0,37.0,5.88,127.03,tailender,14.0,19.0,375.0,0.737,7.2,middle_overs_bowler
Sumit Singh,Services,2021.0,42.79,75.22,59.0,False,False,utility_player,122.0,8.0,114.0,15.25,107.02,middle_order,8.0,9.0,187.0,0.889,7.8,middle_overs_bowler
Sunil Roul,Odisha,2020.0,0.0,41.19,20.6,False,False,unknown,0.0,2.0,2.0,0.0,0.0,tailender,0.0,2.0,30.0,0.0,11.6,part_time_bowler
Sunil Salam,Manipur,2021.0,0.0,36.98,18.49,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,18.0,part_time_bowler
Sunil Yadav,Maharashtra,2021.0,29.4,41.17,35.28,False,False,pure_bowler,8.0,2.0,10.0,4.0,80.0,tailender,0.0,5.0,77.0,0.0,9.27,middle_overs_bowler
Sunny Gupta,Jharkhand,2017.0,0.0,44.72,22.36,False,False,unknown,0.0,1.0,4.0,0.0,0.0,tailender,0.0,1.0,12.0,0.0,9.0,part_time_bowler
Sunny Kashyap,Uttarakhand,2018.0,20.7,80.42,50.56,False,False,pure_bowler,4.0,2.0,7.0,2.0,57.14,tailender,5.0,5.0,96.0,1.0,7.25,death_bowler
Sunny Rana,Uttarakhand,2019.0,7.18,91.6,49.39,False,False,pure_bowler,2.0,4.0,10.0,0.5,20.0,tailender,13.0,10.0,204.0,1.3,7.76,death_bowler
Supriyo Chakraborty,Jharkhand,2019.0,36.58,68.31,52.44,False,False,pure_bowler,9.0,2.0,9.0,4.5,100.0,middle_order,2.0,3.0,60.0,0.667,8.4,middle_overs_bowler
Suraj Ahuja,Railways,2022.0,41.92,0.0,20.96,False,False,pure_batter,72.0,8.0,65.0,9.0,110.77,middle_order,,,,,,
Suraj Kashyap,Bihar,2021.0,25.24,63.03,44.14,False,False,pure_bowler,22.0,2.0,36.0,11.0,61.11,tailender,1.0,2.0,30.0,0.5,7.0,part_time_bowler
Suraj Tayam,Arunachal Pradesh,2021.0,22.18,0.0,11.09,False,False,pure_batter,29.0,3.0,54.0,9.67,53.7,middle_order,,,,,,
Surendra Malviya,Madhya Pradesh,2020.0,0.0,39.9,19.95,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,13.25,part_time_bowler
Suresh Kumar,Puducherry,2019.0,29.67,118.42,74.04,False,False,pure_bowler,21.0,3.0,27.0,7.0,77.78,middle_order,4.0,2.0,30.0,2.0,6.0,part_time_bowler
Suresh Vishweshwar,Kerala,2021.0,0.0,44.67,22.34,False,False,unknown,,,,,,,0.0,2.0,42.0,0.0,9.14,part_time_bowler
Suryakant Pradhan,Odisha,2020.0,61.29,77.57,69.43,False,False,utility_player,127.0,13.0,80.0,9.77,158.75,lower_order_hitter,16.0,19.0,374.0,0.842,7.49,powerplay_bowler
Suryansh Raina,Jammu & Kashmir,2020.0,59.54,0.0,29.77,False,False,pure_batter,91.0,6.0,72.0,15.17,126.39,tailender,,,,,,
Suryansh Shedge,Mumbai,2024.0,126.61,101.17,113.89,False,False,pure_bowler,78.0,3.0,28.0,26.0,278.57,finisher,5.0,3.0,48.0,1.667,9.88,part_time_bowler
Susheel Kumar,Railways,2023.0,0.0,66.1,33.05,False,False,pure_bowler,,,,,,,3.0,5.0,104.0,0.6,8.88,death_bowler
Suyash Sharma,Delhi,2024.0,0.0,129.07,64.54,False,False,pure_bowler,,,,,,,14.0,6.0,142.0,2.333,6.97,middle_overs_bowler
Swapnil Singh,Baroda,2022.0,55.49,80.68,68.09,True,True,batting_allrounder,534.0,30.0,432.0,17.8,123.61,middle_order,32.0,33.0,694.0,0.97,6.92,middle_overs_bowler
Swarajeet Das,Meghalaya,2019.0,26.01,50.92,38.47,False,False,utility_player,70.0,11.0,103.0,6.36,67.96,middle_order,3.0,10.0,154.0,0.3,10.32,middle_overs_bowler
Swarupam Purkayastha,Assam,2019.0,27.82,86.11,56.96,False,False,utility_player,90.0,13.0,124.0,6.92,72.58,anchor_opener,7.0,6.0,95.0,1.167,8.53,powerplay_bowler
Swastik Samal,Odisha,2018.0,29.4,0.0,14.7,False,False,pure_batter,8.0,2.0,10.0,4.0,80.0,anchor_opener,,,,,,
Syed Sagar,Jammu & Kashmir,2015.0,16.25,52.82,34.53,False,False,pure_bowler,8.0,4.0,18.0,2.0,44.44,tailender,1.0,4.0,66.0,0.25,7.82,middle_overs_bowler
T Kohli,Mizoram,2022.0,61.84,58.32,60.08,False,False,utility_player,812.0,26.0,722.0,31.23,112.47,anchor_opener,8.0,17.0,232.0,0.471,10.22,death_bowler
T Mishra,Tripura,2019.0,35.29,0.0,17.64,False,False,pure_batter,55.0,6.0,60.0,9.17,91.67,anchor_opener,,,,,,
T Natarajan,Tamil Nadu,2023.0,0.0,79.65,39.83,False,False,pure_bowler,,,,,,,16.0,17.0,333.0,0.941,7.78,death_bowler
T Pradeep,Railways,2021.0,72.13,76.31,74.22,True,False,batting_allrounder,158.0,10.0,96.0,15.8,164.58,lower_order_hitter,15.0,17.0,366.0,0.882,9.1,death_bowler
T R Dhillon,Maharashtra,2020.0,43.64,101.4,72.52,False,False,pure_bowler,13.0,2.0,11.0,6.5,118.18,tailender,3.0,2.0,48.0,1.5,6.38,part_time_bowler
T Tatar,Arunachal Pradesh,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,1.0,0.0,0.0,middle_order,,,,,,
T Teti,Arunachal Pradesh,2023.0,0.0,32.17,16.08,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,30.0,part_time_bowler
T Vijay,Andhra,2023.0,35.81,94.2,65.0,False,False,pure_bowler,23.0,1.0,29.0,23.0,79.31,tailender,3.0,2.0,48.0,1.5,11.38,part_time_bowler
TC Vanlalremruata,Mizoram,2023.0,0.0,77.98,38.99,False,False,pure_bowler,,,,,,,3.0,3.0,60.0,1.0,7.1,middle_overs_bowler
TM Srivastava,Uttarakhand,2019.0,75.56,0.0,37.78,False,False,pure_batter,229.0,6.0,190.0,38.17,120.53,top_order_anchor,,,,,,
TS Saha,Tripura,2020.0,20.08,79.29,49.68,False,False,pure_bowler,17.0,4.0,32.0,4.25,53.12,tailender,6.0,6.0,107.0,1.0,8.52,middle_overs_bowler
TT Sawkar,Goa,2023.0,52.59,0.0,26.3,False,False,pure_batter,72.0,5.0,53.0,14.4,135.85,middle_order,,,,,,
TU Deshpande,Mumbai,2022.0,31.24,106.56,68.9,False,False,pure_bowler,13.0,5.0,15.0,2.6,86.67,tailender,51.0,30.0,662.0,1.7,7.86,death_bowler
Tahmeed Rahman,Nagaland,2023.0,16.38,64.14,40.26,False,False,pure_bowler,18.0,10.0,40.0,1.8,45.0,tailender,12.0,21.0,339.0,0.571,8.62,middle_overs_bowler
Tajinder Singh,Rajasthan,2018.0,69.86,80.87,75.37,True,True,batting_allrounder,223.0,11.0,143.0,20.27,155.94,finisher,9.0,9.0,150.0,1.0,5.76,middle_overs_bowler
Takam Tallum,Arunachal Pradesh,2020.0,16.05,0.0,8.02,False,False,pure_batter,3.0,1.0,7.0,3.0,42.86,tailender,,,,,,
Tana Davit,Arunachal Pradesh,2018.0,24.73,0.0,12.36,False,False,pure_batter,12.0,3.0,18.0,4.0,66.67,tailender,,,,,,
Tanay Thyagarajan,Hyderabad (India),2022.0,48.71,65.69,57.2,False,False,utility_player,111.0,11.0,86.0,10.09,129.07,tailender,9.0,16.0,342.0,0.562,6.7,middle_overs_bowler
Tanmay Agarwal,Hyderabad (India),2023.0,63.16,0.0,31.58,False,False,pure_batter,925.0,36.0,747.0,25.69,123.83,anchor_opener,,,,,,
Tanush Gusain,Uttarakhand,2021.0,26.95,0.0,13.48,False,False,pure_batter,7.0,1.0,10.0,7.0,70.0,anchor_opener,,,,,,
Tanush Kotian,Mumbai,2022.0,50.23,89.72,69.97,False,False,pure_bowler,51.0,4.0,39.0,12.75,130.77,tailender,18.0,15.0,289.0,1.2,6.44,middle_overs_bowler
Tanveer Ul-Haq,Rajasthan,2021.0,27.24,87.09,57.16,False,False,pure_bowler,38.0,8.0,52.0,4.75,73.08,tailender,13.0,12.0,234.0,1.083,6.41,powerplay_bowler
Tarang Gohel,Saurashtra,2024.0,76.77,0.0,38.38,False,False,pure_batter,143.0,7.0,82.0,20.43,174.39,aggressive_opener,,,,,,
Tarani Sa,Odisha,2020.0,0.0,76.82,38.41,False,False,pure_bowler,0.0,1.0,3.0,0.0,0.0,tailender,2.0,2.0,36.0,1.0,9.33,part_time_bowler
Tashi Bhalla,Sikkim,2018.0,29.03,40.15,34.59,False,False,pure_batter,17.0,3.0,22.0,5.67,77.27,tailender,0.0,2.0,18.0,0.0,17.0,part_time_bowler
Techi Doria,Arunachal Pradesh,2023.0,36.91,70.4,53.66,False,True,bowling_allrounder,242.0,16.0,304.0,15.12,79.61,anchor_opener,7.0,9.0,138.0,0.778,8.39,middle_overs_bowler
Techi Neri,Arunachal Pradesh,2023.0,26.65,54.16,40.4,False,False,utility_player,64.0,11.0,91.0,5.82,70.33,tailender,3.0,11.0,204.0,0.273,7.79,middle_overs_bowler
Techi Sonam,Arunachal Pradesh,2021.0,9.8,0.0,4.9,False,False,pure_batter,4.0,3.0,15.0,1.33,26.67,middle_order,,,,,,
Tejas Baroka,Delhi,2017.0,0.0,38.17,19.08,False,False,unknown,,,,,,,0.0,2.0,18.0,0.0,15.0,part_time_bowler
Tejas Patel,Gujarat,2021.0,66.47,76.21,71.34,False,False,pure_bowler,43.0,4.0,24.0,10.75,179.17,tailender,9.0,11.0,209.0,0.818,8.24,powerplay_bowler
Tejosel Yiethun,Nagaland,2019.0,26.13,0.0,13.06,False,False,pure_batter,8.0,1.0,12.0,8.0,66.67,anchor_opener,,,,,,
Temjentoshi Jamir,Nagaland,2019.0,12.37,0.0,6.18,False,False,pure_batter,2.0,1.0,6.0,2.0,33.33,tailender,,,,,,
Thivagar Gopal,Puducherry,2022.0,0.0,86.81,43.4,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,8.67,part_time_bowler
Thomas Moirangthem,Manipur,2019.0,13.19,83.69,48.44,False,False,pure_bowler,4.0,3.0,11.0,1.33,36.36,tailender,4.0,4.0,66.0,1.0,7.64,death_bowler
Tilak Varma,Hyderabad (India),2023.0,73.99,54.36,64.18,False,False,utility_player,520.0,18.0,360.0,28.89,144.44,top_order_anchor,2.0,6.0,60.0,0.333,7.8,middle_overs_bowler
Toni Chishi,Nagaland,2018.0,26.31,51.03,38.67,False,False,pure_bowler,12.0,1.0,19.0,12.0,63.16,middle_order,1.0,3.0,24.0,0.333,12.0,part_time_bowler
Treyaksh Bali,Haryana,2019.0,38.59,0.0,19.3,False,False,pure_batter,49.0,6.0,48.0,8.17,102.08,anchor_opener,,,,,,
Tripuresh Singh,Madhya Pradesh,2024.0,0.0,94.81,47.4,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,4.0,3.0,59.0,1.333,8.24,part_time_bowler
Trishank Gupta,Hyderabad (India),2022.0,0.0,45.72,22.86,False,False,unknown,,,,,,,0.0,2.0,24.0,0.0,6.5,part_time_bowler
Tukuna Sahoo,Odisha,2015.0,25.61,61.5,43.56,False,False,pure_bowler,15.0,3.0,22.0,5.0,68.18,anchor_opener,2.0,4.0,60.0,0.5,6.7,middle_overs_bowler
Tushar Gill,Vidarbha,2019.0,36.71,0.0,18.36,False,False,pure_batter,16.0,1.0,18.0,16.0,88.89,tailender,,,,,,
U Kaul,Mizoram,2021.0,68.54,0.0,34.27,False,False,pure_batter,140.0,4.0,145.0,35.0,96.55,anchor_opener,,,,,,
U U Bose,Tripura,2020.0,50.48,56.69,53.58,False,False,utility_player,434.0,24.0,376.0,18.08,115.43,anchor_opener,2.0,5.0,50.0,0.4,8.28,part_time_bowler
UBT Chand,Delhi,2018.0,67.1,0.0,33.55,False,False,pure_batter,516.0,20.0,392.0,25.8,131.63,aggressive_opener,,,,,,
UR Kumar,Gujarat,2023.0,71.84,0.0,35.92,False,False,pure_batter,92.0,4.0,66.0,23.0,139.39,middle_order,,,,,,
UR Patel,Vidarbha,2015.0,63.39,0.0,31.7,False,False,pure_batter,112.0,5.0,90.0,22.4,124.44,middle_order,,,,,,
UT Yadav,Vidarbha,2022.0,78.65,71.3,74.97,False,False,pure_bowler,56.0,6.0,26.0,9.33,215.38,tailender,8.0,12.0,242.0,0.667,7.24,death_bowler
Umang Sharma,Uttar Pradesh,2017.0,74.32,41.6,57.96,False,False,pure_batter,264.0,11.0,168.0,24.0,157.14,top_order_aggressor,0.0,2.0,24.0,0.0,9.0,part_time_bowler
Umar Alam,Jammu & Kashmir,2015.0,22.58,107.06,64.82,False,False,pure_bowler,9.0,2.0,15.0,4.5,60.0,tailender,5.0,3.0,66.0,1.667,6.64,powerplay_bowler
Umar Nazir,Jammu & Kashmir,2020.0,39.43,69.06,54.24,False,False,pure_bowler,13.0,3.0,12.0,4.33,108.33,tailender,6.0,9.0,191.0,0.667,8.58,powerplay_bowler
Umran Malik,Jammu & Kashmir,2023.0,0.0,113.24,56.62,False,False,pure_bowler,,,,,,,13.0,7.0,168.0,1.857,6.89,death_bowler
Unnikrishnan Manukrishnan,Kerala,2023.0,56.18,95.38,75.78,False,False,pure_bowler,44.0,5.0,29.0,8.8,151.72,tailender,19.0,14.0,300.0,1.357,6.98,powerplay_bowler
Upendra Yadav,Uttar Pradesh,2023.0,59.68,0.0,29.84,False,False,pure_batter,537.0,24.0,449.0,22.38,119.6,anchor_opener,,,,,,
Urvil Patel,Gujarat,2023.0,66.05,0.0,33.02,False,False,pure_batter,611.0,31.0,401.0,19.71,152.37,aggressive_opener,,,,,,
Utkarsh Singh,Jharkhand,2021.0,56.62,91.76,74.19,True,True,batting_allrounder,174.0,9.0,141.0,19.33,123.4,anchor_opener,20.0,16.0,289.0,1.25,6.35,powerplay_bowler
Uvais Ahmad,Arunachal Pradesh,2019.0,78.25,0.0,39.12,False,False,pure_batter,214.0,7.0,127.0,30.57,168.5,finisher,,,,,,
V Athisayaraj Davidson,Tamil Nadu,2017.0,35.35,91.7,63.53,False,False,pure_bowler,1.0,1.0,1.0,1.0,100.0,tailender,12.0,9.0,180.0,1.333,7.9,death_bowler
V Cheluvaraj,Railways,2015.0,30.26,0.0,15.13,False,False,pure_batter,27.0,2.0,37.0,13.5,72.97,middle_order,,,,,,
V Dhaka,Railways,2020.0,22.05,45.26,33.66,False,False,pure_batter,3.0,1.0,5.0,3.0,60.0,middle_order,0.0,1.0,18.0,0.0,7.67,part_time_bowler
V Kaverappa,Karnataka,2023.0,0.0,94.15,47.08,False,False,pure_bowler,0.0,1.0,2.0,0.0,0.0,tailender,5.0,4.0,81.0,1.25,6.44,death_bowler
V M Jivrajani,Saurashtra,2019.0,0.0,87.6,43.8,False,False,pure_bowler,,,,,,,6.0,5.0,114.0,1.2,7.37,middle_overs_bowler
V Nayanar,Kerala,2023.0,37.45,0.0,18.73,False,False,pure_batter,7.0,1.0,7.0,7.0,100.0,anchor_opener,,,,,,
V Nigam,Uttar Pradesh,2024.0,37.45,43.92,40.68,False,False,pure_batter,7.0,1.0,7.0,7.0,100.0,tailender,0.0,1.0,12.0,0.0,11.0,part_time_bowler
V Panwar,Uttar Pradesh,2024.0,66.15,77.85,72.0,False,False,pure_bowler,9.0,1.0,5.0,9.0,180.0,tailender,1.0,1.0,24.0,1.0,8.5,part_time_bowler
V Pratap Singh,Chhattisgarh,2020.0,6.07,59.74,32.9,False,False,pure_bowler,2.0,3.0,12.0,0.67,16.67,tailender,3.0,7.0,126.0,0.429,9.0,powerplay_bowler
V Sehwag,Haryana,2015.0,16.25,0.0,8.12,False,False,pure_batter,4.0,2.0,9.0,2.0,44.44,anchor_opener,,,,,,
V Shankar,Tamil Nadu,2023.0,63.27,61.23,62.25,True,False,batting_allrounder,625.0,25.0,487.0,25.0,128.34,top_order_anchor,6.0,15.0,193.0,0.4,7.49,powerplay_bowler
V Tokas,Delhi,2018.0,21.52,67.9,44.71,False,False,pure_bowler,3.0,2.0,5.0,1.5,60.0,tailender,2.0,3.0,37.0,0.667,10.54,part_time_bowler
V Vishal,Jharkhand,2020.0,37.97,0.0,18.98,False,False,pure_batter,21.0,1.0,24.0,21.0,87.5,anchor_opener,,,,,,
VA Jagadeesh,Kerala,2015.0,34.95,73.97,54.46,False,False,utility_player,84.0,8.0,94.0,10.5,89.36,anchor_opener,6.0,7.0,114.0,0.857,7.63,middle_overs_bowler
VA Naik,Goa,2022.0,0.0,46.19,23.1,False,False,unknown,,,,,,,0.0,2.0,18.0,0.0,5.33,part_time_bowler
VG Arora,Himachal Pradesh,2022.0,35.7,93.86,64.78,False,False,pure_bowler,2.0,1.0,2.0,2.0,100.0,tailender,19.0,15.0,328.0,1.267,7.08,powerplay_bowler
VH Zol,Maharashtra,2019.0,43.25,0.0,21.62,False,False,pure_batter,132.0,8.0,137.0,16.5,96.35,anchor_opener,,,,,,
VK Saha,Tripura,2023.0,21.23,67.78,44.5,False,False,pure_bowler,7.0,3.0,12.0,2.33,58.33,tailender,2.0,4.0,84.0,0.5,6.29,powerplay_bowler
VK Singh,Goa,2023.0,0.0,69.78,34.89,False,False,pure_bowler,,,,,,,1.0,2.0,30.0,0.5,6.8,part_time_bowler
VR Aaron,Jharkhand,2022.0,12.21,87.88,50.04,False,False,pure_bowler,14.0,6.0,43.0,2.33,32.56,tailender,26.0,22.0,457.0,1.182,9.28,powerplay_bowler
VR Iyer,Madhya Pradesh,2024.0,68.62,72.56,70.59,True,True,batting_allrounder,901.0,33.0,655.0,27.3,137.56,finisher,22.0,30.0,462.0,0.733,7.1,middle_overs_bowler
VS Kahlon,Goa,2022.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,3.0,0.0,0.0,middle_order,,,,,,
VV Gite,Maharashtra,2019.0,96.13,75.76,85.94,False,False,pure_bowler,8.0,1.0,3.0,8.0,266.67,tailender,6.0,7.0,121.0,0.857,8.83,powerplay_bowler
VV More,Maharashtra,2020.0,55.1,0.0,27.55,False,False,pure_batter,13.0,1.0,9.0,13.0,144.44,tailender,,,,,,
Vaibhav Bhatt,Uttarakhand,2021.0,24.03,0.0,12.02,False,False,pure_batter,2.0,1.0,3.0,2.0,66.67,middle_order,,,,,,
Vaibhav Govekar,Goa,2020.0,71.51,37.6,54.56,False,False,pure_batter,32.0,2.0,22.0,16.0,145.45,anchor_opener,0.0,1.0,2.0,0.0,6.0,part_time_bowler
Vaibhav Singh Panwar,Uttarakhand,2019.0,53.62,45.87,49.74,False,False,pure_batter,180.0,9.0,172.0,20.0,104.65,middle_order,0.0,2.0,20.0,0.0,7.2,part_time_bowler
Vaisakh Chandran,Kerala,2022.0,0.0,46.73,23.36,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,4.0,part_time_bowler
Varun Choudhary,Services,2021.0,34.88,104.9,69.89,False,False,pure_bowler,13.0,1.0,15.0,13.0,86.67,tailender,19.0,11.0,257.0,1.727,8.8,death_bowler
Varun Sood,Sikkim,2020.0,50.64,69.01,59.82,False,True,bowling_allrounder,185.0,9.0,176.0,20.56,105.11,aggressive_opener,7.0,11.0,222.0,0.636,7.32,middle_overs_bowler
Vasuki Koushik,Karnataka,2020.0,22.89,89.33,56.11,False,False,pure_bowler,7.0,4.0,11.0,1.75,63.64,tailender,29.0,24.0,523.0,1.208,8.07,death_bowler
Vidyadhar Patil,Karnataka,2021.0,35.35,71.74,53.54,False,False,pure_bowler,1.0,1.0,1.0,1.0,100.0,tailender,5.0,6.0,132.0,0.833,8.23,death_bowler
Vignesh Kannan,Puducherry,2020.0,0.0,79.32,39.66,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,10.0,part_time_bowler
Vijay Bharti,Bihar,2019.0,29.67,0.0,14.84,False,False,pure_batter,28.0,4.0,36.0,7.0,77.78,anchor_opener,,,,,,
Vijay Jethi,Uttarakhand,2021.0,42.52,0.0,21.26,False,False,pure_batter,18.0,2.0,16.0,9.0,112.5,middle_order,,,,,,
Vijay Rao,Arunachal Pradesh,2021.0,21.52,0.0,10.76,False,False,pure_batter,3.0,2.0,5.0,1.5,60.0,middle_order,,,,,,
Vijay Sharma,Uttarakhand,2022.0,44.35,0.0,22.18,False,False,pure_batter,119.0,10.0,112.0,11.9,106.25,middle_order,,,,,,
Vijaykumar Vyshak,Karnataka,2023.0,30.39,84.5,57.44,False,False,pure_bowler,11.0,5.0,13.0,2.2,84.62,tailender,11.0,10.0,216.0,1.1,8.75,death_bowler
Vijesh Prabhudessai,Goa,2018.0,23.68,73.99,48.83,False,False,pure_bowler,2.0,2.0,3.0,1.0,66.67,tailender,7.0,8.0,147.0,0.875,11.14,death_bowler
Vikas Hathwala,Services,2021.0,51.7,58.98,55.34,False,False,pure_batter,364.0,22.0,315.0,16.55,115.56,middle_order,1.0,3.0,54.0,0.333,6.0,part_time_bowler
Vikas Mishra,Delhi,2019.0,35.35,54.08,44.72,False,False,pure_batter,1.0,1.0,1.0,1.0,100.0,tailender,0.0,1.0,24.0,0.0,6.5,part_time_bowler
Vikas Yadav,Services,2021.0,43.36,80.65,62.0,False,False,pure_bowler,48.0,5.0,42.0,9.6,114.29,tailender,20.0,20.0,462.0,1.0,6.57,middle_overs_bowler
Vikash Kumar,Mizoram,2023.0,42.3,0.0,21.15,False,False,pure_batter,21.0,5.0,18.0,4.2,116.67,middle_order,,,,,,
Vikash Singh,Jharkhand,2020.0,43.36,71.3,57.33,False,False,pure_bowler,48.0,5.0,42.0,9.6,114.29,tailender,14.0,20.0,408.0,0.7,8.56,death_bowler
Vikash Yadav,Bihar,2020.0,39.9,0.0,19.95,False,False,pure_batter,14.0,1.0,14.0,14.0,100.0,tailender,,,,,,
Vikrant Rajput,Railways,2020.0,63.3,39.17,51.24,False,False,pure_batter,153.0,6.0,136.0,25.5,112.5,top_order_anchor,0.0,2.0,12.0,0.0,12.5,part_time_bowler
Vinod Kumar,Kerala,2017.0,30.04,41.16,35.6,False,False,pure_batter,5.0,2.0,6.0,2.5,83.33,tailender,0.0,3.0,60.0,0.0,9.6,all_phases_bowler
Vinoop Manoharan,Kerala,2018.0,54.26,85.4,69.83,False,False,utility_player,131.0,8.0,123.0,16.38,106.5,middle_order,7.0,6.0,114.0,1.167,7.79,middle_overs_bowler
Vipin Dhaka,Arunachal Pradesh,2021.0,24.22,0.0,12.11,False,False,pure_batter,17.0,2.0,28.0,8.5,60.71,middle_order,,,,,,
Vipin Kumar,Haryana,2019.0,0.0,50.5,25.25,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,5.0,part_time_bowler
