player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,ml_suitability_score
Suraj Kashyap,22,2,36,2,1,2,11.0,17,5,0.0,0,0.0,8.49,0,0,0.0,0.0,61.11,0.083,0.028,0.056,0.636,0.694,0,17,5,0,32,4,0.0,0.773,0.227,,53.12,125.0,death,,11.0,18.0,0.275,Bihar,2021,7.0,7.0,7,7,7,lower_order,tailender,False,31.016127280250753
Suraj Tayam,29,3,54,3,0,2,9.67,17,3,0.333,0,0.0,7.02,0,0,0.0,0.0,53.7,0.056,0.0,0.056,0.414,0.648,5,15,9,14,26,14,0.172,0.517,0.31,35.71,57.69,64.29,death,,9.67,18.0,0.412,Arunachal Pradesh,2021,4.0,3.0,3,6,3,top_order,middle_order,True,17.06063093914664
Suresh Kumar,21,3,27,3,0,2,7.0,16,1,0.333,0,0.0,7.94,0,0,0.0,0.0,77.78,0.111,0.0,0.111,0.571,0.556,4,2,15,8,3,16,0.19,0.095,0.714,50.0,66.67,93.75,death,8.5,4.0,9.0,0.3,Puducherry,2019,5.666666666666667,6.0,3,8,3,top_order,middle_order,True,19.85665455803148
Suryakant Pradhan,127,13,80,9,8,12,9.77,32,0,0.077,2,0.154,9.99,1,0,0.077,0.0,158.75,0.212,0.1,0.112,0.661,0.338,0,41,86,0,32,48,0.0,0.323,0.677,,128.12,179.17,death,7.25,10.89,6.15,0.833,Odisha,2020,8.076923076923077,8.0,7,9,8,lower_order,lower_order_hitter,True,54.97494377464579
Suryansh Raina,91,6,72,9,4,6,15.17,48,0,0.0,1,0.167,20.33,2,0,0.333,0.0,126.39,0.181,0.056,0.125,0.659,0.417,71,19,1,42,27,3,0.78,0.209,0.011,169.05,70.37,33.33,powerplay,40.5,2.5,12.0,0.675,Jammu & Kashmir,2020,5.5,7.0,1,8,7,lower_order,tailender,True,23.770327425738007
Suryansh Shedge,78,3,28,4,8,0,26.0,36,6,1.0,0,0.0,17.32,2,0,0.667,0.0,278.57,0.429,0.286,0.143,0.821,0.143,0,1,77,0,2,26,0.0,0.013,0.987,,50.0,296.15,death,26.0,,9.33,0.304,Mumbai,2024,6.333333333333333,6.0,6,7,6,middle_order,finisher,True,74.15751706401929
Swapnil Singh,534,30,432,35,24,22,17.8,50,0,0.267,2,0.067,14.3,6,1,0.2,0.033,123.61,0.137,0.056,0.081,0.532,0.333,34,304,196,28,262,142,0.064,0.569,0.367,121.43,116.03,138.03,death,21.56,13.5,14.4,1.0,Baroda,2022,5.666666666666667,6.0,3,8,6,middle_order,middle_order,True,68.87784329289401
Swarajeet Das,70,11,103,4,0,8,6.36,23,0,0.273,2,0.182,7.2,0,0,0.0,0.0,67.96,0.039,0.0,0.039,0.229,0.505,18,36,16,31,52,20,0.257,0.514,0.229,58.06,69.23,80.0,death,0.5,7.67,9.36,0.929,Meghalaya,2019,5.0,6.0,2,8,6,middle_order,middle_order,True,17.739630289970375
Swarupam Purkayastha,90,13,124,12,0,11,6.92,27,0,0.154,3,0.231,7.78,0,0,0.0,0.0,72.58,0.097,0.0,0.097,0.533,0.589,82,0,8,118,0,6,0.911,0.0,0.089,69.49,,133.33,death,9.0,6.3,9.54,1.0,Assam,2019,2.6923076923076925,2.0,2,9,2,opener,anchor_opener,True,21.33271539152006
Swastik Samal,8,2,10,0,0,2,4.0,8,0,0.0,1,0.5,5.66,0,0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.6,8,0,0,10,0,0,1.0,0.0,0.0,80.0,,,powerplay,0.0,8.0,5.0,0.167,Odisha,2018,1.0,1.0,1,1,1,opener,anchor_opener,False,14.450965083808148
Syed Sagar,8,4,18,0,0,4,2.0,8,0,0.0,3,0.75,4.0,0,0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.611,0,0,8,0,3,15,0.0,0.0,1.0,,0.0,53.33,death,,2.0,4.5,0.325,Jammu & Kashmir,2015,8.25,8.5,7,9,9,tailender,tailender,True,0.6054601218821808
T Kohli,812,26,722,85,16,24,31.23,90,0,0.077,1,0.038,26.34,10,6,0.385,0.231,112.47,0.14,0.022,0.118,0.537,0.41,366,335,111,363,282,77,0.451,0.413,0.137,100.83,118.79,144.16,death,38.0,30.96,27.77,1.0,Mizoram,2022,1.9615384615384617,1.5,1,6,1,opener,anchor_opener,True,74.67529401869531
T Mishra,55,6,60,5,2,6,9.17,25,0,0.0,1,0.167,8.84,0,0,0.0,0.0,91.67,0.117,0.033,0.083,0.582,0.517,31,24,0,44,16,0,0.564,0.436,0.0,70.45,150.0,,middle,6.0,9.8,10.0,0.625,Tripura,2019,3.0,3.0,2,4,2,opener,anchor_opener,True,23.188101165782907
T Pradeep,158,10,96,7,15,7,15.8,36,0,0.3,1,0.1,15.32,3,0,0.3,0.0,164.58,0.229,0.156,0.073,0.747,0.396,0,51,107,0,34,62,0.0,0.323,0.677,,150.0,172.58,death,25.0,11.86,9.6,0.9,Railways,2021,8.0,8.5,5,10,9,tailender,lower_order_hitter,True,63.07619664222138
T R Dhillon,13,2,11,2,0,2,6.5,11,2,0.0,0,0.0,6.36,0,0,0.0,0.0,118.18,0.182,0.0,0.182,0.615,0.364,0,5,8,0,3,8,0.0,0.385,0.615,,166.67,100.0,middle,,6.5,5.5,0.171,Maharashtra,2020,8.0,8.0,8,8,8,lower_order,tailender,False,71.49050496381402
T Tatar,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,1,0,,,,,0.0,,unknown,,0.0,1.0,0.067,Arunachal Pradesh,2021,3.0,3.0,3,3,3,top_order,middle_order,False,20.13556115487721
T Vijay,23,1,29,2,0,1,23.0,23,23,0.0,0,0.0,0.0,0,0,0.0,0.0,79.31,0.069,0.0,0.069,0.348,0.448,0,17,6,0,25,4,0.0,0.739,0.261,,68.0,150.0,death,,23.0,29.0,0.183,Andhra,2023,8.0,8.0,8,8,8,lower_order,tailender,False,36.732752673796504
TM Srivastava,229,6,190,21,8,4,38.17,67,4,0.333,0,0.0,24.92,4,2,0.667,0.333,120.53,0.153,0.042,0.111,0.576,0.384,48,130,51,55,103,32,0.21,0.568,0.223,87.27,126.21,159.38,death,26.5,44.0,31.67,0.875,Uttarakhand,2019,3.0,3.0,3,3,3,top_order,top_order_anchor,True,81.08371525519286
TS Saha,17,4,32,1,0,4,4.25,6,2,0.0,0,0.0,1.71,0,0,0.0,0.0,53.12,0.031,0.0,0.031,0.235,0.625,5,3,9,10,9,13,0.294,0.176,0.529,50.0,33.33,69.23,death,,4.25,8.0,0.383,Tripura,2020,7.75,8.5,5,9,9,tailender,tailender,True,4.060972041042577
TT Sawkar,72,5,53,2,5,2,14.4,23,0,0.6,1,0.2,9.5,0,0,0.0,0.0,135.85,0.132,0.094,0.038,0.528,0.377,15,45,12,9,38,6,0.208,0.625,0.167,166.67,118.42,200.0,death,18.5,11.67,10.6,0.533,Goa,2023,5.2,5.0,3,8,3,top_order,middle_order,True,34.41322073371003
TU Deshpande,13,5,15,1,0,3,2.6,5,0,0.4,1,0.2,2.07,0,0,0.0,0.0,86.67,0.067,0.0,0.067,0.308,0.6,0,0,13,0,0,15,0.0,0.0,1.0,,,86.67,death,0.0,3.25,3.0,0.375,Mumbai,2022,10.666666666666666,11.0,9,11,11,tailender,tailender,True,2.6672474839444646
Tahmeed Rahman,18,10,40,1,0,5,1.8,7,0,0.5,3,0.3,2.1,0,0,0.0,0.0,45.0,0.025,0.0,0.025,0.222,0.65,0,2,16,0,7,33,0.0,0.111,0.889,,28.57,48.48,death,,1.8,4.0,0.667,Nagaland,2023,8.7,9.0,7,10,9,tailender,tailender,True,0.10664557972285811
Tajinder Singh,223,11,143,21,10,8,20.27,51,1,0.273,0,0.0,16.99,3,1,0.273,0.091,155.94,0.217,0.07,0.147,0.646,0.301,0,66,157,0,54,89,0.0,0.296,0.704,,122.22,176.4,death,23.25,12.33,13.0,1.0,Rajasthan,2018,5.636363636363637,6.0,4,6,6,middle_order,finisher,True,71.90886525328443
Takam Tallum,3,1,7,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.571,0,0,3,0,0,7,0.0,0.0,1.0,,,42.86,death,,3.0,7.0,0.092,Arunachal Pradesh,2020,8.0,8.0,8,8,8,lower_order,tailender,False,0.8328574396769172
Tana Davit,12,3,18,2,0,3,4.0,6,0,0.0,1,0.333,3.46,0,0,0.0,0.0,66.67,0.111,0.0,0.111,0.667,0.722,0,6,6,1,9,8,0.0,0.5,0.5,0.0,66.67,75.0,death,,4.0,6.0,0.262,Arunachal Pradesh,2018,6.333333333333333,8.0,3,8,8,lower_order,tailender,True,9.854328723958767
Tanay Thyagarajan,111,11,86,9,5,8,10.09,25,0,0.273,2,0.182,9.81,0,0,0.0,0.0,129.07,0.163,0.058,0.105,0.595,0.372,0,19,92,0,21,65,0.0,0.171,0.829,,90.48,141.54,death,4.0,13.57,7.82,0.858,Hyderabad (India),2022,7.909090909090909,8.0,6,9,8,lower_order,tailender,True,85.68711494410289
Tanmay Agarwal,925,36,747,96,22,35,25.69,97,0,0.028,2,0.056,21.23,13,6,0.361,0.167,123.83,0.158,0.029,0.129,0.558,0.352,569,311,45,477,246,24,0.615,0.336,0.049,119.29,126.42,187.5,death,37.87,17.0,20.75,1.0,Hyderabad (India),2023,1.25,1.0,1,4,1,opener,anchor_opener,True,40.80443833345729
Tanush Gusain,7,1,10,1,0,1,7.0,7,7,0.0,0,0.0,0.0,0,0,0.0,0.0,70.0,0.1,0.0,0.1,0.571,0.6,7,0,0,10,0,0,1.0,0.0,0.0,70.0,,,powerplay,,7.0,10.0,0.104,Uttarakhand,2021,1.0,1.0,1,1,1,opener,anchor_opener,False,20.29848502070803
Tanush Kotian,51,4,39,4,2,2,12.75,28,7,0.5,0,0.0,10.21,0,0,0.0,0.0,130.77,0.154,0.051,0.103,0.549,0.385,0,9,42,0,14,25,0.0,0.176,0.824,,64.29,168.0,death,7.67,28.0,9.75,0.412,Mumbai,2022,9.25,9.0,9,10,9,tailender,tailender,True,59.42187367307648
Tanveer Ul-Haq,38,8,52,2,1,4,4.75,11,1,0.5,0,0.0,3.88,0,0,0.0,0.0,73.08,0.058,0.019,0.038,0.368,0.519,0,6,32,0,10,42,0.0,0.158,0.842,,60.0,76.19,death,2.0,5.14,6.5,0.717,Rajasthan,2021,8.875,9.0,7,10,9,tailender,tailender,True,4.102250095773993
Tarang Gohel,143,7,82,16,8,6,20.43,51,0,0.143,1,0.143,22.16,2,2,0.286,0.286,174.39,0.293,0.098,0.195,0.783,0.378,120,23,0,69,13,0,0.839,0.161,0.0,173.91,176.92,,middle,31.25,6.0,11.71,0.779,Saurashtra,2024,1.1428571428571428,1.0,1,2,1,opener,aggressive_opener,True,24.659604801863907
Tarani Sa,0,1,3,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,3,,,,,,0.0,unknown,,0.0,3.0,0.075,Odisha,2020,11.0,11.0,11,11,11,tailender,tailender,False,4.575844000733318
Tashi Bhalla,17,3,22,2,1,3,5.67,13,0,0.0,1,0.333,6.66,0,0,0.0,0.0,77.27,0.136,0.045,0.091,0.824,0.727,0,17,0,0,17,5,0.0,1.0,0.0,,100.0,0.0,middle,,5.67,7.33,0.279,Sikkim,2018,8.0,8.0,7,9,7,lower_order,tailender,True,22.84352340969197
Techi Doria,242,16,304,27,2,15,15.12,43,0,0.062,2,0.125,13.56,2,0,0.125,0.0,79.61,0.095,0.007,0.089,0.496,0.556,163,62,17,175,117,12,0.674,0.256,0.07,93.14,52.99,141.67,death,20.0,14.8,19.0,1.0,Arunachal Pradesh,2023,2.5,2.0,1,7,2,opener,anchor_opener,True,21.094220946677535
Techi Neri,64,11,91,5,2,6,5.82,26,0,0.455,3,0.273,9.18,0,0,0.0,0.0,70.33,0.077,0.022,0.055,0.5,0.571,33,20,11,26,45,20,0.516,0.312,0.172,126.92,44.44,55.0,powerplay,,5.82,8.27,0.879,Arunachal Pradesh,2023,7.090909090909091,8.0,2,10,8,lower_order,tailender,True,12.301977600754958
Techi Sonam,4,3,15,1,0,3,1.33,4,0,0.0,2,0.667,2.31,0,0,0.0,0.0,26.67,0.067,0.0,0.067,1.0,0.933,4,0,0,8,7,0,1.0,0.0,0.0,50.0,0.0,,powerplay,,1.33,5.0,0.25,Arunachal Pradesh,2021,4.0,4.0,3,5,3,top_order,middle_order,True,14.365949026711064
Tejas Patel,43,4,24,7,0,2,10.75,22,2,0.5,0,0.0,9.84,0,0,0.0,0.0,179.17,0.292,0.0,0.292,0.651,0.167,0,3,40,0,3,21,0.0,0.07,0.93,,100.0,190.48,death,16.0,9.0,6.0,0.35,Gujarat,2021,9.75,10.0,9,10,10,tailender,tailender,True,52.94251879008065
Tejosel Yiethun,8,1,12,0,1,1,8.0,8,8,0.0,0,0.0,0.0,0,0,0.0,0.0,66.67,0.083,0.083,0.0,0.75,0.833,8,0,0,12,0,0,1.0,0.0,0.0,66.67,,,powerplay,,8.0,12.0,0.112,Nagaland,2019,2.0,2.0,2,2,2,opener,anchor_opener,False,21.241994438700434
Temjentoshi Jamir,2,1,6,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,2,0,0,6,0.0,0.0,1.0,,,33.33,death,,2.0,6.0,0.088,Nagaland,2019,10.0,10.0,10,10,10,tailender,tailender,False,0.7593967178085519
Thomas Moirangthem,4,3,11,0,0,1,1.33,2,0,0.667,1,0.333,1.15,0,0,0.0,0.0,36.36,0.0,0.0,0.0,0.0,0.727,0,0,4,0,0,11,0.0,0.0,1.0,,,36.36,death,,1.33,3.67,0.233,Manipur,2019,9.0,9.0,8,10,8,lower_order,tailender,True,0.7593967178085519
Tilak Varma,520,18,360,39,25,15,28.89,75,0,0.167,2,0.111,25.02,8,6,0.444,0.333,144.44,0.178,0.069,0.108,0.588,0.319,183,244,93,140,178,42,0.352,0.469,0.179,130.71,137.08,221.43,death,34.0,22.5,20.0,1.0,Hyderabad (India),2023,3.111111111111111,3.0,2,5,3,top_order,top_order_anchor,True,92.17837085193715
Toni Chishi,12,1,19,1,0,1,12.0,12,12,0.0,0,0.0,0.0,0,0,0.0,0.0,63.16,0.053,0.0,0.053,0.333,0.526,0,4,8,0,9,10,0.0,0.333,0.667,,44.44,80.0,death,,12.0,19.0,0.142,Nagaland,2018,6.0,6.0,6,6,6,middle_order,middle_order,False,16.690602020145125
Treyaksh Bali,49,6,48,6,2,6,8.17,23,1,0.0,0,0.0,9.43,0,0,0.0,0.0,102.08,0.167,0.042,0.125,0.735,0.583,32,17,0,27,21,0,0.653,0.347,0.0,118.52,80.95,,powerplay,9.0,4.0,8.0,0.575,Haryana,2019,2.1666666666666665,2.0,1,3,2,opener,anchor_opener,True,27.405557649632666
Tripuresh Singh,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,1,,,,,,0.0,unknown,,0.0,1.0,0.067,Madhya Pradesh,2024,8.0,8.0,8,8,8,lower_order,tailender,False,4.575844000733318
Tukuna Sahoo,15,3,22,2,0,2,5.0,6,4,0.333,0,0.0,1.0,0,0,0.0,0.0,68.18,0.091,0.0,0.091,0.533,0.591,11,0,4,21,0,1,0.733,0.0,0.267,52.38,,400.0,death,,5.0,7.33,0.279,Odisha,2015,3.6666666666666665,1.0,1,9,1,opener,anchor_opener,True,20.88931791719018
Tushar Gill,16,1,18,1,0,1,16.0,16,16,0.0,0,0.0,0.0,0,0,0.0,0.0,88.89,0.056,0.0,0.056,0.25,0.278,0,16,0,0,18,0,0.0,1.0,0.0,,88.89,,middle,,16.0,18.0,0.138,Vidarbha,2019,7.0,7.0,7,7,7,lower_order,tailender,False,40.49928890639741
U Kaul,140,4,145,13,1,4,35.0,69,5,0.0,0,0.0,26.28,3,1,0.75,0.25,96.55,0.097,0.007,0.09,0.414,0.366,33,68,39,45,72,28,0.236,0.486,0.279,73.33,94.44,139.29,death,31.0,36.33,36.25,0.75,Mizoram,2021,2.5,2.5,2,3,2,opener,anchor_opener,True,64.46778490991717
U U Bose,434,24,376,47,17,23,18.08,72,0,0.042,3,0.125,17.3,3,2,0.125,0.083,115.43,0.17,0.045,0.125,0.668,0.5,297,120,17,249,118,9,0.684,0.276,0.039,119.28,101.69,188.89,death,31.75,15.35,15.67,1.0,Tripura,2020,1.9166666666666667,2.0,1,5,1,opener,anchor_opener,True,32.74800547329993
UBT Chand,516,20,392,35,29,18,25.8,103,0,0.1,3,0.15,27.33,8,3,0.4,0.15,131.63,0.163,0.074,0.089,0.609,0.388,286,193,37,235,143,14,0.554,0.374,0.072,121.7,134.97,264.29,death,21.29,36.33,19.6,1.0,Delhi,2018,1.3,1.0,1,4,1,opener,aggressive_opener,True,63.20042139029051
UR Kumar,92,4,66,4,7,2,23.0,35,3,0.5,0,0.0,14.24,2,0,0.5,0.0,139.39,0.167,0.106,0.061,0.63,0.333,22,70,0,18,48,0,0.239,0.761,0.0,122.22,145.83,,middle,29.67,3.0,16.5,0.525,Gujarat,2023,3.75,3.5,3,5,3,top_order,middle_order,True,70.24437449683938
UR Patel,112,5,90,6,3,2,22.4,33,1,0.6,0,0.0,13.11,2,0,0.4,0.0,124.44,0.1,0.033,0.067,0.375,0.256,0,48,64,0,43,47,0.0,0.429,0.571,,111.63,136.17,death,17.0,26.0,18.0,0.688,Vidarbha,2015,6.4,6.0,6,8,6,middle_order,middle_order,True,76.6999689465628
UT Yadav,56,6,26,4,5,2,9.33,26,0,0.667,0,0.0,10.11,0,0,0.0,0.0,215.38,0.346,0.192,0.154,0.821,0.308,4,0,52,2,0,24,0.071,0.0,0.929,200.0,,216.67,death,8.0,10.67,4.33,0.483,Vidarbha,2022,7.333333333333333,8.0,2,9,8,lower_order,tailender,True,45.157744691785275
Umang Sharma,264,11,168,25,12,9,24.0,95,0,0.182,1,0.091,28.3,4,1,0.364,0.091,157.14,0.22,0.071,0.149,0.652,0.274,78,140,46,60,77,31,0.295,0.53,0.174,130.0,181.82,148.39,middle,24.7,17.0,15.27,1.0,Uttar Pradesh,2017,3.727272727272727,4.0,1,6,4,top_order,top_order_aggressor,True,68.62585213514106
Umar Alam,9,2,15,0,0,1,4.5,7,2,0.5,0,0.0,3.54,0,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.4,0,1,8,0,3,12,0.0,0.111,0.889,,33.33,66.67,death,,4.5,7.5,0.188,Jammu & Kashmir,2015,8.5,8.5,8,9,8,lower_order,tailender,False,10.418232807191963
Umar Nazir,13,3,12,2,0,1,4.33,9,0,0.667,1,0.333,4.51,0,0,0.0,0.0,108.33,0.167,0.0,0.167,0.615,0.417,0,0,13,0,0,12,0.0,0.0,1.0,,,108.33,death,,4.33,4.0,0.238,Jammu & Kashmir,2020,10.75,11.0,10,11,11,tailender,tailender,True,71.67426397269868
Unnikrishnan Manukrishnan,44,5,29,4,1,1,8.8,21,0,0.8,1,0.2,7.66,0,0,0.0,0.0,151.72,0.172,0.034,0.138,0.5,0.345,0,0,44,0,0,29,0.0,0.0,1.0,,,151.72,death,4.0,12.0,5.8,0.433,Kerala,2023,8.2,8.0,8,9,8,lower_order,tailender,True,68.25898012879865
Upendra Yadav,537,24,449,46,19,20,22.38,70,0,0.167,3,0.125,21.76,8,3,0.333,0.125,119.6,0.145,0.042,0.102,0.555,0.372,168,221,148,156,212,81,0.313,0.412,0.276,107.69,104.25,182.72,death,23.0,21.85,18.71,1.0,Uttar Pradesh,2023,3.2083333333333335,3.5,1,6,1,opener,anchor_opener,True,73.83152589959965
Urvil Patel,611,31,401,84,16,30,19.71,96,0,0.032,3,0.097,23.49,6,3,0.194,0.097,152.37,0.249,0.04,0.209,0.707,0.374,416,185,10,261,130,10,0.681,0.303,0.016,159.39,142.31,100.0,powerplay,19.48,20.38,12.94,1.0,Gujarat,2023,2.129032258064516,2.0,1,5,2,opener,aggressive_opener,True,25.09188507681425
Utkarsh Singh,174,9,141,23,1,8,19.33,49,4,0.111,0,0.0,16.92,2,0,0.222,0.0,123.4,0.17,0.007,0.163,0.563,0.34,61,69,44,59,51,31,0.351,0.397,0.253,103.39,135.29,141.94,death,6.0,21.0,15.67,1.0,Jharkhand,2021,4.6,4.0,2,9,2,opener,anchor_opener,True,66.28304771500058
Uvais Ahmad,214,7,127,19,13,6,30.57,72,5,0.143,0,0.0,28.47,2,2,0.286,0.286,168.5,0.252,0.102,0.15,0.72,0.299,17,54,143,15,54,58,0.079,0.252,0.668,113.33,100.0,246.55,death,,30.57,18.14,0.938,Arunachal Pradesh,2019,4.142857142857143,5.0,1,6,5,middle_order,finisher,True,74.10951411763963
V Athisayaraj Davidson,1,1,1,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,1.0,,,100.0,death,,1.0,1.0,0.067,Tamil Nadu,2017,11.0,11.0,11,11,11,tailender,tailender,False,41.51740200857325
V Cheluvaraj,27,2,37,0,0,2,13.5,17,10,0.0,0,0.0,4.95,0,0,0.0,0.0,72.97,0.0,0.0,0.0,0.0,0.405,2,25,0,7,30,0,0.074,0.926,0.0,28.57,83.33,,middle,10.0,17.0,18.5,0.279,Railways,2015,4.5,4.5,4,5,4,top_order,middle_order,False,33.56706351044579
V Dhaka,3,1,5,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.6,0,3,0,0,5,0,0.0,1.0,0.0,,60.0,,middle,,3.0,5.0,0.083,Railways,2020,6.0,6.0,6,6,6,middle_order,middle_order,False,18.271224185505417
V Kaverappa,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,2,,,,,,0.0,unknown,,0.0,2.0,0.071,Karnataka,2023,11.0,11.0,11,11,11,tailender,tailender,False,4.575844000733318
V Nayanar,7,1,7,1,0,1,7.0,7,7,0.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.143,0.0,0.143,0.571,0.429,7,0,0,7,0,0,1.0,0.0,0.0,100.0,,,powerplay,,7.0,7.0,0.092,Kerala,2023,2.0,2.0,2,2,2,opener,anchor_opener,False,33.863818327286445
V Nigam,7,1,7,1,0,1,7.0,7,7,0.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.143,0.0,0.143,0.571,0.429,0,7,0,0,7,0,0.0,1.0,0.0,,100.0,,middle,,7.0,7.0,0.092,Uttar Pradesh,2024,7.0,7.0,7,7,7,lower_order,tailender,False,58.604939759376876
V Panwar,9,1,5,2,0,1,9.0,9,9,0.0,0,0.0,0.0,0,0,0.0,0.0,180.0,0.4,0.0,0.4,0.889,0.4,0,0,9,0,0,5,0.0,0.0,1.0,,,180.0,death,,9.0,5.0,0.083,Uttar Pradesh,2024,11.0,11.0,11,11,11,tailender,tailender,False,52.60919596258354
V Pratap Singh,2,3,12,0,0,1,0.67,1,0,0.667,0,0.0,0.58,0,0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.833,0,0,2,0,0,12,0.0,0.0,1.0,,,16.67,death,,0.67,4.0,0.238,Chhattisgarh,2020,9.5,10.0,8,10,10,tailender,tailender,True,0.9169589325783635
V Sehwag,4,2,9,0,0,2,2.0,3,1,0.0,0,0.0,1.41,0,0,0.0,0.0,44.44,0.0,0.0,0.0,0.0,0.556,4,0,0,9,0,0,1.0,0.0,0.0,44.44,,,powerplay,,2.0,4.5,0.162,Haryana,2015,3.0,3.0,2,4,2,opener,anchor_opener,False,14.380943386506459
V Shankar,625,25,487,43,26,20,25.0,59,0,0.2,1,0.04,18.34,8,3,0.32,0.12,128.34,0.142,0.053,0.088,0.525,0.306,40,404,181,62,314,111,0.064,0.646,0.29,64.52,128.66,163.06,death,23.73,26.9,19.48,1.0,Tamil Nadu,2023,4.4,4.0,3,6,4,top_order,top_order_anchor,True,60.270402319587326
V Tokas,3,2,5,0,0,0,1.5,2,1,1.0,0,0.0,0.71,0,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.4,0,0,3,0,0,5,0.0,0.0,1.0,,,60.0,death,1.0,2.0,2.5,0.146,Delhi,2018,10.0,10.0,9,11,9,tailender,tailender,False,9.92213518494264
V Vishal,21,1,24,2,0,1,21.0,21,21,0.0,0,0.0,0.0,0,0,0.0,0.0,87.5,0.083,0.0,0.083,0.381,0.375,12,9,0,11,13,0,0.571,0.429,0.0,109.09,69.23,,powerplay,21.0,,24.0,0.162,Jharkhand,2020,2.0,2.0,2,2,2,opener,anchor_opener,False,34.719246094102495
VA Jagadeesh,84,8,94,7,0,7,10.5,28,0,0.125,1,0.125,9.81,0,0,0.0,0.0,89.36,0.074,0.0,0.074,0.333,0.372,36,29,19,45,33,16,0.429,0.345,0.226,80.0,87.88,118.75,death,10.86,8.0,11.75,0.892,Kerala,2015,3.2222222222222223,1.0,1,9,1,opener,anchor_opener,True,36.600593899167
VG Arora,2,1,2,0,0,0,2.0,2,2,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,0.0,0.0,1.0,,,100.0,death,,2.0,2.0,0.071,Himachal Pradesh,2022,10.75,11.0,10,11,11,tailender,tailender,False,41.51740200857325
VH Zol,132,8,137,15,1,8,16.5,38,3,0.0,0,0.0,12.33,1,0,0.125,0.0,96.35,0.117,0.007,0.109,0.5,0.467,100,32,0,100,36,1,0.758,0.242,0.0,100.0,88.89,0.0,powerplay,17.25,15.75,17.12,1.0,Maharashtra,2019,2.375,2.0,2,3,2,opener,anchor_opener,True,18.605802620133076
VK Saha,7,3,12,0,0,1,2.33,6,0,0.667,0,0.0,3.21,0,0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.417,0,2,5,0,3,9,0.0,0.286,0.714,,66.67,55.56,middle,1.0,3.0,4.0,0.238,Tripura,2023,10.0,10.0,9,11,9,tailender,tailender,True,10.425000830600547
VR Aaron,14,6,43,0,1,4,2.33,9,0,0.333,3,0.5,3.5,0,0,0.0,0.0,32.56,0.023,0.023,0.0,0.429,0.791,0,3,11,3,27,13,0.0,0.214,0.786,0.0,11.11,84.62,death,,2.33,7.17,0.554,Jharkhand,2022,9.25,10.0,7,11,10,tailender,tailender,True,1.6023570226892179
VR Iyer,901,33,655,87,33,22,27.3,88,1,0.333,0,0.0,20.95,12,4,0.364,0.121,137.56,0.183,0.05,0.133,0.606,0.327,227,356,318,159,317,179,0.252,0.395,0.353,142.77,112.3,177.65,death,33.17,20.27,19.85,1.0,Madhya Pradesh,2024,4.205882352941177,5.0,1,8,5,middle_order,finisher,True,52.88159470185768
